Day,Time,Food_Item,Food_Category,Food_SubType,Food_Type,Weather,Price,Previous_Sales,Is_Friday,Is_Weekend,Is_Special_Day,Demand
Saturday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,18,0,1,1,21
Saturday,Morning,Juice,Fresh,Drink,Veg,Sunny,120,18,0,1,1,18
Monday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,17,0,0,0,20
Monday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,10,0,0,0,11
Friday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,16,1,0,0,17
Thursday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,7,0,0,0,6
Sunday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,30,0,1,0,33
Wednesday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,11,0,0,0,10
Tuesday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,15,0,0,0,15
Saturday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,9,0,1,0,9
Tuesday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,10,0,0,1,10
Saturday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,21,0,1,0,23
Saturday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,30,0,1,0,33
Saturday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,7,0,1,0,7
Saturday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,14,0,1,0,15
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,14,0,0,0,15
Sunday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,13,0,1,1,15
Thursday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,25,0,0,0,22
Saturday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,24,0,1,0,27
Saturday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,8,0,1,0,8
Wednesday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,27,0,0,1,27
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,17,0,1,0,17
Tuesday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,18,0,0,0,18
Wednesday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,28,0,0,1,27
Wednesday,Morning,Cake_Piece,Packed,Dessert,Veg,Sunny,220,9,0,0,1,9
Friday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,24,1,0,0,28
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,27,0,0,0,25
Sunday,Morning,Chips,Packed,Snack,Veg,Sunny,150,28,0,1,1,31
Tuesday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,25,0,0,0,26
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,24,0,0,1,22
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,7,0,1,0,6
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,15,0,1,1,17
Thursday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,23,0,0,1,26
Tuesday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,27,0,0,0,24
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,17,0,0,0,15
Sunday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,27,0,1,0,28
Saturday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,19,0,1,1,21
Monday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,12,0,0,1,13
Saturday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,5,0,1,0,5
Monday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,11,0,0,0,10
Saturday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,15,0,1,0,17
Tuesday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,24,0,0,1,21
Saturday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,21,0,1,1,21
Tuesday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,29,0,0,0,31
Monday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,24,0,0,0,26
Sunday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,29,0,1,0,30
Friday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,27,1,0,0,30
Monday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,15,0,0,0,16
Monday,Evening,Chips,Packed,Snack,Veg,Rainy,150,18,0,0,0,17
Tuesday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,18,0,0,0,18
Tuesday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,6,0,0,1,5
Sunday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,22,0,1,1,24
Friday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,30,1,0,1,31
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,24,0,1,0,26
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,26,1,0,0,26
Thursday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,11,0,0,1,12
Tuesday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,20,0,0,1,23
Saturday,Morning,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,9,0,1,0,9
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,21,0,1,0,21
Sunday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,18,0,1,1,17
Thursday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,28,0,0,0,28
Sunday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,11,0,1,0,12
Friday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,19,1,0,1,19
Friday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,28,1,0,1,26
Friday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,18,1,0,0,20
Tuesday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,29,0,0,0,31
Monday,Morning,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,25,0,0,0,24
Saturday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,12,0,1,0,11
Saturday,Morning,Parotta,Fresh,Meal,NonVeg,Cloudy,400,20,0,1,0,18
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,13,0,1,1,12
Tuesday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,16,0,0,1,16
Friday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,13,1,0,0,14
Wednesday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,9,0,0,0,9
Saturday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,9,0,1,0,8
Friday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,7,1,0,0,7
Saturday,Morning,Chips,Packed,Snack,Veg,Sunny,150,9,0,1,1,10
Sunday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,11,0,1,0,11
Wednesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,11,0,0,0,11
Friday,Lunch,Samosa,Fresh,Snack,Veg,Cloudy,280,29,1,0,0,30
Saturday,Lunch,Juice,Fresh,Drink,Veg,Sunny,120,22,0,1,0,21
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Rainy,200,18,0,0,0,19
Thursday,Lunch,Tea,Fresh,Drink,Veg,Cloudy,50,6,0,0,1,6
Saturday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,7,0,1,0,7
Tuesday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,6,0,0,0,6
Friday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,16,1,0,0,17
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,30,0,1,1,34
Thursday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,18,0,0,0,21
Tuesday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,7,0,0,0,6
Thursday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,24,0,0,1,28
Tuesday,Morning,Rice,Fresh,Meal,Veg,Rainy,300,26,0,0,1,28
Thursday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,10,0,0,1,11
Saturday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,11,0,1,1,10
Tuesday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,24,0,0,0,24
Sunday,Evening,Parotta,Fresh,Meal,NonVeg,Sunny,400,5,0,1,1,5
Monday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,10,0,0,1,11
Saturday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,23,0,1,0,26
Friday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,29,1,0,0,32
Tuesday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,15,0,0,1,14
Wednesday,Lunch,SoftDrink,Packed,Drink,Veg,Sunny,180,19,0,0,0,19
Saturday,Lunch,Cake_Piece,Packed,Dessert,Veg,Rainy,220,15,0,1,0,14
Sunday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,7,0,1,1,7
Wednesday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,8,0,0,0,9
Friday,Evening,Chocolate,Packed,Dessert,Veg,Sunny,200,25,1,0,1,29
Tuesday,Morning,Chips,Packed,Snack,Veg,Sunny,150,17,0,0,0,18
Thursday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,11,0,0,0,12
Saturday,Morning,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,5,0,1,1,5
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,7,0,1,1,6
Thursday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,14,0,0,0,15
Wednesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,13,0,0,0,14
Thursday,Lunch,Veg_Rice,Fresh,Meal,Veg,Sunny,420,18,0,0,0,19
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,26,0,1,0,26
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,12,0,1,0,13
Thursday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,23,0,0,0,27
Friday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,30,1,0,0,32
Friday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,12,1,0,1,14
Thursday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,13,0,0,1,14
Wednesday,Lunch,Parotta,Fresh,Meal,NonVeg,Cloudy,400,5,0,0,1,5
Monday,Lunch,Tea,Fresh,Drink,Veg,Sunny,50,6,0,0,0,5
Tuesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,10,0,0,1,10
Friday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,16,1,0,0,14
Friday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,20,1,0,0,22
Wednesday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,14,0,0,0,15
Monday,Evening,Juice,Fresh,Drink,Veg,Rainy,120,12,0,0,0,14
Monday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,6,0,0,0,6
Tuesday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,30,0,0,0,35
Sunday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,14,0,1,0,13
Thursday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,14,0,0,1,13
Friday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,18,1,0,0,20
Friday,Morning,Chips,Packed,Snack,Veg,Cloudy,150,14,1,0,0,14
Thursday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,30,0,0,1,31
Thursday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,28,0,0,0,25
Friday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,13,1,0,0,14
Saturday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,13,0,1,1,12
Saturday,Evening,SoftDrink,Packed,Drink,Veg,Rainy,180,28,0,1,1,29
Saturday,Lunch,Chips,Packed,Snack,Veg,Sunny,150,26,0,1,1,25
Friday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,18,1,0,0,19
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,29,0,0,0,27
Monday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,15,0,0,0,15
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Sunny,100,27,0,1,1,28
Friday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,30,1,0,0,32
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,7,0,1,1,6
Saturday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,12,0,1,0,13
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,9,0,1,0,9
Saturday,Lunch,Parotta,Fresh,Meal,NonVeg,Sunny,400,9,0,1,1,10
Thursday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,26,0,0,0,23
Monday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,25,0,0,0,24
Tuesday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,10,0,0,1,9
Wednesday,Evening,Cake_Piece,Packed,Dessert,Veg,Rainy,220,7,0,0,0,7
Friday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,22,1,0,0,20
Monday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,27,0,0,0,26
Thursday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,29,0,0,1,32
Thursday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,19,0,0,0,21
Tuesday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,17,0,0,0,19
Sunday,Morning,Chips,Packed,Snack,Veg,Rainy,150,27,0,1,1,28
Thursday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,22,0,0,0,21
Friday,Morning,Rice,Fresh,Meal,Veg,Cloudy,300,29,1,0,1,33
Friday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,15,1,0,1,17
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,8,0,0,1,8
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,9,0,1,1,9
Friday,Morning,Samosa,Fresh,Snack,Veg,Sunny,280,7,1,0,0,6
Tuesday,Evening,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,12,0,0,1,12
Sunday,Morning,Rice,Fresh,Meal,Veg,Sunny,300,21,0,1,0,24
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,18,0,0,0,16
Thursday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,22,0,0,0,24
Sunday,Evening,SoftDrink,Packed,Drink,Veg,Cloudy,180,9,0,1,0,9
Wednesday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,29,0,0,1,28
Monday,Evening,Juice,Fresh,Drink,Veg,Cloudy,120,17,0,0,1,18
Friday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,11,1,0,0,11
Monday,Lunch,Biscuits,Packed,Snack,Veg,Cloudy,100,20,0,0,0,18
Tuesday,Lunch,Veg_Rice,Fresh,Meal,Veg,Sunny,420,29,0,0,0,31
Friday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,24,1,0,0,22
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,17,0,1,0,19
Friday,Lunch,Chips,Packed,Snack,Veg,Rainy,150,9,1,0,0,8
Sunday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,7,0,1,0,7
Saturday,Lunch,SoftDrink,Packed,Drink,Veg,Cloudy,180,14,0,1,1,13
Friday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,15,1,0,0,14
Thursday,Morning,Idly,Fresh,Meal,Veg,Cloudy,310,25,0,0,0,27
Friday,Evening,Parotta,Fresh,Meal,NonVeg,Rainy,400,20,1,0,1,23
Thursday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,28,0,0,0,30
Sunday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,23,0,1,1,21
Tuesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,6,0,0,0,6
Friday,Evening,Cake_Piece,Packed,Dessert,Veg,Rainy,220,16,1,0,1,14
Wednesday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,5,0,0,0,5
Tuesday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,28,0,0,0,27
Monday,Lunch,Chips,Packed,Snack,Veg,Cloudy,150,13,0,0,0,14
Tuesday,Morning,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,27,0,0,1,27
Thursday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,29,0,0,0,26
Wednesday,Lunch,Juice,Fresh,Drink,Veg,Rainy,120,15,0,0,0,15
Monday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,27,0,0,0,31
Wednesday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,29,0,0,0,27
Saturday,Evening,Chips,Packed,Snack,Veg,Rainy,150,19,0,1,0,21
Sunday,Evening,Chips,Packed,Snack,Veg,Sunny,150,22,0,1,0,23
Sunday,Morning,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,8,0,1,0,7
Sunday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,17,0,1,0,19
Tuesday,Morning,Chips,Packed,Snack,Veg,Sunny,150,10,0,0,0,9
Wednesday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,13,0,0,0,13
Sunday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,27,0,1,0,27
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,8,1,0,0,9
Friday,Lunch,Juice,Fresh,Drink,Veg,Cloudy,120,28,1,0,0,27
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,24,0,1,0,28
Tuesday,Evening,Rice,Fresh,Meal,Veg,Cloudy,300,16,0,0,0,16
Friday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,16,1,0,0,17
Tuesday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,7,0,0,1,8
Sunday,Evening,Samosa,Fresh,Snack,Veg,Rainy,280,5,0,1,0,5
Thursday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,20,0,0,0,22
Friday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,13,1,0,0,15
Tuesday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,15,0,0,0,13
Wednesday,Evening,Chips,Packed,Snack,Veg,Cloudy,150,8,0,0,1,7
Thursday,Morning,Chocolate,Packed,Dessert,Veg,Sunny,200,16,0,0,1,15
Wednesday,Evening,Cake_Piece,Packed,Dessert,Veg,Sunny,220,24,0,0,0,21
Saturday,Lunch,Idly,Fresh,Meal,Veg,Sunny,310,17,0,1,0,16
Tuesday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,16,0,0,0,14
Saturday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,18,0,1,0,18
Tuesday,Lunch,Tea,Fresh,Drink,Veg,Rainy,50,13,0,0,0,12
Sunday,Lunch,Veg_Rice,Fresh,Meal,Veg,Rainy,420,25,0,1,0,24
Saturday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,9,0,1,0,10
Saturday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,26,0,1,1,28
Tuesday,Lunch,Rice,Fresh,Meal,Veg,Sunny,300,28,0,0,0,31
Thursday,Evening,Veg_Rice,Fresh,Meal,Veg,Rainy,420,28,0,0,0,25
Friday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,13,1,0,1,12
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Sunny,200,11,0,0,0,12
Monday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,10,0,0,0,10
Wednesday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,27,0,0,0,25
Friday,Morning,Juice,Fresh,Drink,Veg,Rainy,120,18,1,0,1,20
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,29,0,1,1,31
Thursday,Morning,Veg_Rice,Fresh,Meal,Veg,Rainy,420,25,0,0,1,28
Friday,Lunch,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,10,1,0,0,10
Friday,Evening,Samosa,Fresh,Snack,Veg,Sunny,280,15,1,0,0,17
Tuesday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,7,0,0,0,7
Monday,Evening,Chips,Packed,Snack,Veg,Sunny,150,5,0,0,0,5
Wednesday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,15,0,0,0,13
Tuesday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Cloudy,350,5,0,0,1,5
Saturday,Morning,Biscuits,Packed,Snack,Veg,Rainy,100,25,0,1,0,29
Sunday,Morning,Parotta,Fresh,Meal,NonVeg,Rainy,400,14,0,1,1,13
Friday,Morning,Idly,Fresh,Meal,Veg,Rainy,310,10,1,0,1,10
Friday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,18,1,0,0,20
Saturday,Lunch,Biscuits,Packed,Snack,Veg,Rainy,100,19,0,1,1,17
Wednesday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,13,0,0,0,12
Friday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,29,1,0,0,33
Sunday,Morning,Tea,Fresh,Drink,Veg,Sunny,50,10,0,1,0,11
Tuesday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,21,0,0,0,23
Tuesday,Evening,Rice,Fresh,Meal,Veg,Sunny,300,9,0,0,0,9
Thursday,Lunch,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,10,0,0,1,11
Friday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,29,1,0,0,33
Saturday,Evening,Idly,Fresh,Meal,Veg,Sunny,310,16,0,1,1,16
Monday,Lunch,Parotta,Fresh,Meal,NonVeg,Rainy,400,28,0,0,1,25
Sunday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,15,0,1,0,15
Monday,Lunch,Samosa,Fresh,Snack,Veg,Rainy,280,14,0,0,0,15
Monday,Lunch,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,24,0,0,0,28
Wednesday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,11,0,0,1,12
Wednesday,Lunch,Chocolate,Packed,Dessert,Veg,Cloudy,200,19,0,0,0,18
Thursday,Evening,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,29,0,0,0,32
Monday,Lunch,SoftDrink,Packed,Drink,Veg,Rainy,180,29,0,0,0,34
Monday,Morning,Samosa,Fresh,Snack,Veg,Cloudy,280,20,0,0,1,19
Friday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,26,1,0,0,27
Friday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,26,1,0,1,29
Friday,Morning,Chocolate,Packed,Dessert,Veg,Rainy,200,29,1,0,0,33
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,24,0,0,0,22
Saturday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,13,0,1,0,13
Wednesday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,29,0,0,1,32
Thursday,Evening,Parotta,Fresh,Meal,NonVeg,Cloudy,400,26,0,0,1,27
Saturday,Morning,Biscuits,Packed,Snack,Veg,Cloudy,100,23,0,1,0,24
Monday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,15,0,0,0,15
Thursday,Evening,Tea,Fresh,Drink,Veg,Rainy,50,22,0,0,1,24
Monday,Evening,SoftDrink,Packed,Drink,Veg,Rainy,180,19,0,0,0,20
Wednesday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,15,0,0,0,13
Thursday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,6,0,0,0,7
Thursday,Lunch,Samosa,Fresh,Snack,Veg,Sunny,280,8,0,0,1,8
Tuesday,Lunch,Cake_Piece,Packed,Dessert,Veg,Sunny,220,14,0,0,0,13
Friday,Evening,Juice,Fresh,Drink,Veg,Sunny,120,13,1,0,0,13
Wednesday,Morning,SoftDrink,Packed,Drink,Veg,Rainy,180,20,0,0,1,23
Wednesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,6,0,0,0,6
Sunday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Rainy,350,28,0,1,0,27
Monday,Evening,Idly,Fresh,Meal,Veg,Rainy,310,29,0,0,1,27
Friday,Evening,Biscuits,Packed,Snack,Veg,Cloudy,100,18,1,0,1,20
Thursday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Sunny,180,28,0,0,0,30
Saturday,Lunch,Rice,Fresh,Meal,Veg,Cloudy,300,22,0,1,0,22
Wednesday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,14,0,0,0,13
Sunday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,24,0,1,0,28
Sunday,Evening,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,11,0,1,0,11
Monday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Rainy,180,26,0,0,1,26
Tuesday,Evening,Biscuits,Packed,Snack,Veg,Rainy,100,24,0,0,0,26
Wednesday,Lunch,Tea,Fresh,Drink,Veg,Sunny,50,14,0,0,1,15
Sunday,Evening,Veg_Rice,Fresh,Meal,Veg,Cloudy,420,17,0,1,1,15
Sunday,Lunch,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,30,0,1,0,29
Wednesday,Evening,Tea,Fresh,Drink,Veg,Sunny,50,5,0,0,0,5
Saturday,Evening,Veg_Rice,Fresh,Meal,Veg,Sunny,420,17,0,1,0,17
Saturday,Evening,Rice,Fresh,Meal,Veg,Rainy,300,14,0,1,1,12
Sunday,Morning,Tea,Fresh,Drink,Veg,Rainy,50,9,0,1,0,9
Tuesday,Evening,Chips,Packed,Snack,Veg,Sunny,150,7,0,0,0,7
Wednesday,Morning,Samosa,Fresh,Snack,Veg,Rainy,280,25,0,0,0,26
Sunday,Lunch,Idly,Fresh,Meal,Veg,Cloudy,310,14,0,1,0,14
Wednesday,Morning,Parotta,Fresh,Meal,NonVeg,Sunny,400,24,0,0,0,23
Thursday,Morning,SoftDrink,Packed,Drink,Veg,Cloudy,180,17,0,0,0,17
Sunday,Morning,Chocolate,Packed,Dessert,Veg,Cloudy,200,11,0,1,0,12
Tuesday,Morning,Ice_Cream,Fresh,Dessert,Veg,Cloudy,180,24,0,0,0,25
Saturday,Morning,SoftDrink,Packed,Drink,Veg,Sunny,180,29,0,1,0,31
Tuesday,Morning,Tea,Fresh,Drink,Veg,Cloudy,50,26,0,0,1,30
Wednesday,Lunch,Rice,Fresh,Meal,Veg,Rainy,300,7,0,0,0,7
Sunday,Morning,Biscuits,Packed,Snack,Veg,Sunny,100,8,0,1,0,8
Friday,Morning,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,10,1,0,0,11
Thursday,Evening,Chicken_Rice,Fresh,Meal,NonVeg,Sunny,350,25,0,0,0,22
Thursday,Morning,Idly,Fresh,Meal,Veg,Sunny,310,7,0,0,0,7
Sunday,Evening,Cake_Piece,Packed,Dessert,Veg,Cloudy,220,27,0,1,0,31
